LAT,LON,YEAR,MO,DY,PRECTOT,ALLSKY_SFC_SW_DWN,WS10M_RANGE,Date
37.72531,-97.79759,2009,8,3,0.25,26.67,3.9,2009-08-03
37.72531,-97.79759,2009,8,4,0.05,24.64,5.65,2009-08-04
37.72531,-97.79759,2009,8,5,1.32,23.14,2.45,2009-08-05
37.72531,-97.79759,2009,8,6,6.86,9.85,3.9,2009-08-06
37.72531,-97.79759,2009,8,7,0.17,25.79,5.13,2009-08-07
37.72531,-97.79759,2009,8,8,0,25.53,2.11,2009-08-08
37.72531,-97.79759,2009,8,9,0.55,25.54,7.66,2009-08-09
37.72531,-97.79759,2009,8,10,9.19,17.54,3.37,2009-08-10
37.72531,-97.79759,2009,8,11,0.1,24.96,2.99,2009-08-11
37.72531,-97.79759,2009,8,12,0,25.97,2.94,2009-08-12
37.72531,-97.79759,2009,8,13,0.01,25.85,3.33,2009-08-13
37.72531,-97.79759,2009,8,14,0.36,20.48,2.76,2009-08-14
37.72531,-97.79759,2009,8,15,4.45,18.81,4.2,2009-08-15
37.72531,-97.79759,2009,8,16,4.88,22.81,6.63,2009-08-16
37.72531,-97.79759,2009,8,17,31.36,14.34,3.9,2009-08-17
37.72531,-97.79759,2009,8,18,15.01,14.61,3.95,2009-08-18
37.72531,-97.79759,2009,8,19,6.58,20.18,7.57,2009-08-19
37.72531,-97.79759,2009,8,20,0.05,24.98,4.08,2009-08-20
37.72531,-97.79759,2009,8,21,0,25.02,4.15,2009-08-21
37.72531,-97.79759,2009,8,22,0,24.48,2.37,2009-08-22
37.72531,-97.79759,2009,8,23,0,24.04,3.11,2009-08-23
37.72531,-97.79759,2009,8,24,0,23.91,2.25,2009-08-24
37.72531,-97.79759,2009,8,25,4.41,23.72,5.61,2009-08-25
37.72531,-97.79759,2009,8,26,5.58,17.6,3.82,2009-08-26
37.72531,-97.79759,2009,8,27,0.2,15.59,3.31,2009-08-27
37.72531,-97.79759,2009,8,28,0,24.59,3.2,2009-08-28
37.72531,-97.79759,2009,8,29,0,18.36,3.98,2009-08-29
37.72531,-97.79759,2009,8,30,0,23.76,1.64,2009-08-30
37.72531,-97.79759,2009,8,31,0,17.59,2.16,2009-08-31
37.72531,-97.79759,2009,9,1,0.22,21.88,3.44,2009-09-01
37.72531,-97.79759,2009,9,2,0.06,18.43,4.14,2009-09-02
37.72531,-97.79759,2009,9,3,7.41,22.53,3.91,2009-09-03
37.72531,-97.79759,2009,9,4,6.99,17.85,1.81,2009-09-04
37.72531,-97.79759,2009,9,5,0.22,12.64,1.66,2009-09-05
37.72531,-97.79759,2009,9,6,0.01,21.43,3.13,2009-09-06
37.72531,-97.79759,2009,9,7,14.02,19.56,2.7,2009-09-07
37.72531,-97.79759,2009,9,8,35.65,8.75,4.42,2009-09-08
37.72531,-97.79759,2009,9,9,3.47,12.84,2.88,2009-09-09
37.72531,-97.79759,2009,9,10,1.43,13.73,2.55,2009-09-10
37.72531,-97.79759,2009,9,11,11.79,10.77,1.93,2009-09-11
37.72531,-97.79759,2009,9,12,11.13,12.46,3.95,2009-09-12
37.72531,-97.79759,2009,9,13,0.02,14.93,3.32,2009-09-13
37.72531,-97.79759,2009,9,14,0,9.57,2.32,2009-09-14
37.72531,-97.79759,2009,9,15,0.09,13.56,3.49,2009-09-15
37.72531,-97.79759,2009,9,16,0.04,17.17,3.73,2009-09-16
37.72531,-97.79759,2009,9,17,0,16.83,4.14,2009-09-17
37.72531,-97.79759,2009,9,18,0,17.59,2.2,2009-09-18
37.72531,-97.79759,2009,9,19,0.23,16.42,1.24,2009-09-19
37.72531,-97.79759,2009,9,20,3.19,19.65,4.65,2009-09-20
37.72531,-97.79759,2009,9,21,3.8,7.01,6.5,2009-09-21
37.72531,-97.79759,2009,9,22,0.49,15.79,3.63,2009-09-22
37.72531,-97.79759,2009,9,23,0.01,16.24,2.19,2009-09-23
37.72531,-97.79759,2009,9,24,0,12.36,2.07,2009-09-24
37.72531,-97.79759,2009,9,25,11.88,14.04,5.67,2009-09-25
37.72531,-97.79759,2009,9,26,0.02,19.9,5.03,2009-09-26
37.72531,-97.79759,2009,9,27,0,19.97,4.81,2009-09-27
37.72531,-97.79759,2009,9,28,0.02,20.16,4.23,2009-09-28
37.72531,-97.79759,2009,9,29,0,19.44,3.25,2009-09-29
37.72531,-97.79759,2009,9,30,0.38,17.7,5.98,2009-09-30
37.72531,-97.79759,2009,10,1,0.14,18.95,8.32,2009-10-01
37.72531,-97.79759,2009,10,2,0.04,19.61,7.3,2009-10-02
37.72531,-97.79759,2009,10,3,0.01,16.35,4,2009-10-03
37.72531,-97.79759,2009,10,4,0.02,15.27,3.22,2009-10-04
37.72531,-97.79759,2009,10,5,1.24,6.59,3.99,2009-10-05
37.72531,-97.79759,2009,10,6,0.7,15.96,8.57,2009-10-06
37.72531,-97.79759,2009,10,7,6.73,10.2,6.2,2009-10-07
37.72531,-97.79759,2009,10,8,19.13,3.06,7.89,2009-10-08
37.72531,-97.79759,2009,10,9,0.28,9.13,5.81,2009-10-09
37.72531,-97.79759,2009,10,10,0.02,9.01,7.85,2009-10-10
37.72531,-97.79759,2009,10,11,0.46,6.81,1.71,2009-10-11
37.72531,-97.79759,2009,10,12,0.97,7.37,3.87,2009-10-12
37.72531,-97.79759,2009,10,13,7.01,4.91,4.42,2009-10-13
37.72531,-97.79759,2009,10,14,1.23,6.04,3.88,2009-10-14
37.72531,-97.79759,2009,10,15,0.07,8.5,2.46,2009-10-15
37.72531,-97.79759,2009,10,16,0.46,16.55,5.1,2009-10-16
37.72531,-97.79759,2009,10,17,0.46,13.91,4.79,2009-10-17
37.72531,-97.79759,2009,10,18,0,16.1,5.91,2009-10-18
37.72531,-97.79759,2009,10,19,0.02,15.62,3.1,2009-10-19
37.72531,-97.79759,2009,10,20,0.2,14.51,2.9,2009-10-20
37.72531,-97.79759,2009,10,21,12.22,6.3,8.94,2009-10-21
37.72531,-97.79759,2009,10,22,0.57,7.51,7.21,2009-10-22
37.72531,-97.79759,2009,10,23,0.01,9.83,6.38,2009-10-23
37.72531,-97.79759,2009,10,24,0,10.74,6.06,2009-10-24
37.72531,-97.79759,2009,10,25,2.79,9.79,8.06,2009-10-25
37.72531,-97.79759,2009,10,26,0,13.49,6.24,2009-10-26
37.72531,-97.79759,2009,10,27,0,15.25,4.3,2009-10-27
37.72531,-97.79759,2009,10,28,11.66,11.1,4.11,2009-10-28
37.72531,-97.79759,2009,10,29,24.49,4.08,5.7,2009-10-29
37.72531,-97.79759,2009,10,30,0.08,10.44,7.49,2009-10-30
37.72531,-97.79759,2009,10,31,0,13.99,3.6,2009-10-31
37.72531,-97.79759,2009,11,1,0,14.21,5.64,2009-11-01
37.72531,-97.79759,2009,11,2,0,13.28,4.27,2009-11-02
37.72531,-97.79759,2009,11,3,0,13.8,5.41,2009-11-03
37.72531,-97.79759,2009,11,4,0,13.69,4.89,2009-11-04
37.72531,-97.79759,2009,11,5,0,13.47,6.36,2009-11-05
37.72531,-97.79759,2009,11,6,0,13.15,3.06,2009-11-06
37.72531,-97.79759,2009,11,7,0,12.78,5.86,2009-11-07
37.72531,-97.79759,2009,11,8,0.02,10.16,6.73,2009-11-08
37.72531,-97.79759,2009,11,9,6.32,6.98,4.55,2009-11-09
37.72531,-97.79759,2009,11,10,0.95,5.21,2.7,2009-11-10
37.72531,-97.79759,2009,11,11,0,8.07,3.27,2009-11-11
37.72531,-97.79759,2009,11,12,0,10.07,6.46,2009-11-12
37.72531,-97.79759,2009,11,13,0,10.16,7.55,2009-11-13
37.72531,-97.79759,2009,11,14,1.09,5.29,3.39,2009-11-14
37.72531,-97.79759,2009,11,15,6.5,2.57,4,2009-11-15
37.72531,-97.79759,2009,11,16,2.3,3.22,3.25,2009-11-16
37.72531,-97.79759,2009,11,17,0.01,7.64,5.85,2009-11-17
37.72531,-97.79759,2009,11,18,0,12.38,3.93,2009-11-18
37.72531,-97.79759,2009,11,19,0,11.82,1.36,2009-11-19
37.72531,-97.79759,2009,11,20,0.01,10.19,3.54,2009-11-20
37.72531,-97.79759,2009,11,21,0,5.63,5.73,2009-11-21
37.72531,-97.79759,2009,11,22,0,5.71,6.16,2009-11-22
37.72531,-97.79759,2009,11,23,0.86,11.16,8.61,2009-11-23
37.72531,-97.79759,2009,11,24,0.45,11.36,6.54,2009-11-24
37.72531,-97.79759,2009,11,25,0,10.57,5.72,2009-11-25
37.72531,-97.79759,2009,11,26,0,11.19,2.53,2009-11-26
37.72531,-97.79759,2009,11,27,0,11.25,3.12,2009-11-27
37.72531,-97.79759,2009,11,28,0,10.74,5.35,2009-11-28
37.72531,-97.79759,2009,11,29,0,4.6,6.49,2009-11-29
37.72531,-97.79759,2009,11,30,0,10.91,2.22,2009-11-30
37.72531,-97.79759,2009,12,1,0,10.7,7.04,2009-12-01
37.72531,-97.79759,2009,12,2,0.02,10.67,6.56,2009-12-02
37.72531,-97.79759,2009,12,3,0.03,10.9,4.45,2009-12-03
37.72531,-97.79759,2009,12,4,0,11.03,3.42,2009-12-04
37.72531,-97.79759,2009,12,5,0,10.42,3.53,2009-12-05
37.72531,-97.79759,2009,12,6,0.08,3.07,5.43,2009-12-06
37.72531,-97.79759,2009,12,7,0.68,5.6,5.21,2009-12-07
37.72531,-97.79759,2009,12,8,3.21,3.07,10.4,2009-12-08
37.72531,-97.79759,2009,12,9,0,10.38,11.45,2009-12-09
37.72531,-97.79759,2009,12,10,0.01,10.07,3.52,2009-12-10
37.72531,-97.79759,2009,12,11,0,9.62,3.69,2009-12-11
37.72531,-97.79759,2009,12,12,0.5,5.45,6.6,2009-12-12
37.72531,-97.79759,2009,12,13,0.08,7.88,6.51,2009-12-13
37.72531,-97.79759,2009,12,14,0,8.85,5.25,2009-12-14
37.72531,-97.79759,2009,12,15,0,10.16,5.13,2009-12-15
37.72531,-97.79759,2009,12,16,0,10.07,3.27,2009-12-16
37.72531,-97.79759,2009,12,17,0,8.9,4.13,2009-12-17
37.72531,-97.79759,2009,12,18,0,9.84,2.75,2009-12-18
37.72531,-97.79759,2009,12,19,0,4.3,4.64,2009-12-19
37.72531,-97.79759,2009,12,20,0,9.85,5.79,2009-12-20
37.72531,-97.79759,2009,12,21,0,8.87,5,2009-12-21
37.72531,-97.79759,2009,12,22,1.05,4.53,4.12,2009-12-22
37.72531,-97.79759,2009,12,23,1.4,3.69,5.58,2009-12-23
37.72531,-97.79759,2009,12,24,3.42,2.55,6.96,2009-12-24
37.72531,-97.79759,2009,12,25,0.04,7.88,3.67,2009-12-25
37.72531,-97.79759,2009,12,26,0.08,7.03,5.23,2009-12-26
37.72531,-97.79759,2009,12,27,0,6.45,6.07,2009-12-27
37.72531,-97.79759,2009,12,28,0,9.99,2.81,2009-12-28
37.72531,-97.79759,2009,12,29,1.09,3.77,3.18,2009-12-29
37.72531,-97.79759,2009,12,30,0.89,2.55,3.71,2009-12-30
37.72531,-97.79759,2009,12,31,0.01,9.79,4.46,2009-12-31
37.72531,-97.79759,2010,1,1,0.01,9.62,5.18,2010-01-01
37.72531,-97.79759,2010,1,2,0.3,4.2,3.33,2010-01-02
37.72531,-97.79759,2010,1,3,0.06,4.79,4.27,2010-01-03
37.72531,-97.79759,2010,1,4,0.01,8.36,2.74,2010-01-04
37.72531,-97.79759,2010,1,5,0.03,3.85,4.45,2010-01-05
37.72531,-97.79759,2010,1,6,0.66,4.15,9.28,2010-01-06
37.72531,-97.79759,2010,1,7,0,9.67,4.56,2010-01-07
37.72531,-97.79759,2010,1,8,0,10.04,5.09,2010-01-08
37.72531,-97.79759,2010,1,9,0,10.09,2.64,2010-01-09
37.72531,-97.79759,2010,1,10,0,10.35,4.92,2010-01-10
37.72531,-97.79759,2010,1,11,0,10.21,2.86,2010-01-11
37.72531,-97.79759,2010,1,12,0,7.95,5.44,2010-01-12
37.72531,-97.79759,2010,1,13,0,10.54,6.01,2010-01-13
37.72531,-97.79759,2010,1,14,0.02,6.26,2.56,2010-01-14
37.72531,-97.79759,2010,1,15,0.01,6.16,3.25,2010-01-15
37.72531,-97.79759,2010,1,16,0,9.38,2.55,2010-01-16
37.72531,-97.79759,2010,1,17,0,9.99,3.02,2010-01-17
37.72531,-97.79759,2010,1,18,0.01,7.12,2.77,2010-01-18
37.72531,-97.79759,2010,1,19,0.14,4.89,1.76,2010-01-19
37.72531,-97.79759,2010,1,20,2.4,9.31,5.04,2010-01-20
37.72531,-97.79759,2010,1,21,0.08,5.68,4.77,2010-01-21
37.72531,-97.79759,2010,1,22,0.41,11.22,6.97,2010-01-22
37.72531,-97.79759,2010,1,23,1.66,8.1,6.38,2010-01-23
37.72531,-97.79759,2010,1,24,0,12.12,5.85,2010-01-24
37.72531,-97.79759,2010,1,25,0,11.86,7.48,2010-01-25
37.72531,-97.79759,2010,1,26,0,12.41,4.22,2010-01-26
37.72531,-97.79759,2010,1,27,0,12.18,3.92,2010-01-27
37.72531,-97.79759,2010,1,28,5.71,4.29,4.88,2010-01-28
37.72531,-97.79759,2010,1,29,3.96,3.9,5.48,2010-01-29
37.72531,-97.79759,2010,1,30,0.83,7.11,2.99,2010-01-30
37.72531,-97.79759,2010,1,31,0.27,4.2,3.83,2010-01-31
37.72531,-97.79759,2010,2,1,0.01,4.01,3.99,2010-02-01
37.72531,-97.79759,2010,2,2,0.08,9.35,3.77,2010-02-02
37.72531,-97.79759,2010,2,3,0.96,7.18,4.52,2010-02-03
37.72531,-97.79759,2010,2,4,4.1,4.76,4.64,2010-02-04
37.72531,-97.79759,2010,2,5,0.3,5.58,6.19,2010-02-05
37.72531,-97.79759,2010,2,6,0,7.5,4.38,2010-02-06
37.72531,-97.79759,2010,2,7,3.21,3.3,3.27,2010-02-07
37.72531,-97.79759,2010,2,8,1.9,5.39,9.04,2010-02-08
37.72531,-97.79759,2010,2,9,0.01,13.84,7.39,2010-02-09
37.72531,-97.79759,2010,2,10,0.07,5.81,2.87,2010-02-10
37.72531,-97.79759,2010,2,11,0.1,11.71,2.74,2010-02-11
37.72531,-97.79759,2010,2,12,0,14.89,2.87,2010-02-12
37.72531,-97.79759,2010,2,13,0.07,14.33,4.55,2010-02-13
37.72531,-97.79759,2010,2,14,0.1,15.15,7.28,2010-02-14
37.72531,-97.79759,2010,2,15,0,15.27,7.42,2010-02-15
37.72531,-97.79759,2010,2,16,0,11.68,5.58,2010-02-16
37.72531,-97.79759,2010,2,17,0.02,16.19,3.15,2010-02-17
37.72531,-97.79759,2010,2,18,0.19,15.69,3.67,2010-02-18
37.72531,-97.79759,2010,2,19,1.35,10.73,3.69,2010-02-19
37.72531,-97.79759,2010,2,20,0.86,4.64,2.63,2010-02-20
37.72531,-97.79759,2010,2,21,8.6,5.94,4.95,2010-02-21
37.72531,-97.79759,2010,2,22,0.2,9.54,3.75,2010-02-22
37.72531,-97.79759,2010,2,23,0.04,17.19,4.63,2010-02-23
37.72531,-97.79759,2010,2,24,0.24,17.27,4.22,2010-02-24
37.72531,-97.79759,2010,2,25,0.84,15.23,6.34,2010-02-25
37.72531,-97.79759,2010,2,26,0.03,17.2,2.03,2010-02-26
37.72531,-97.79759,2010,2,27,0,17.73,1.18,2010-02-27
37.72531,-97.79759,2010,2,28,0,13.2,2.85,2010-02-28
37.72531,-97.79759,2010,3,1,0.03,9.89,3.24,2010-03-01
37.72531,-97.79759,2010,3,2,0,16,1.53,2010-03-02
37.72531,-97.79759,2010,3,3,0,18.01,3.24,2010-03-03
37.72531,-97.79759,2010,3,4,0,18.03,3.44,2010-03-04
37.72531,-97.79759,2010,3,5,0.04,16.61,5.31,2010-03-05
37.72531,-97.79759,2010,3,6,0,7.38,6.13,2010-03-06
37.72531,-97.79759,2010,3,7,0.08,11.18,3.49,2010-03-07
37.72531,-97.79759,2010,3,8,19.94,3.49,5.98,2010-03-08
37.72531,-97.79759,2010,3,9,1.03,12.22,5.38,2010-03-09
37.72531,-97.79759,2010,3,10,7.87,7.21,6.03,2010-03-10
37.72531,-97.79759,2010,3,11,0.41,10.27,2.56,2010-03-11
37.72531,-97.79759,2010,3,12,0.11,7.81,6.3,2010-03-12
37.72531,-97.79759,2010,3,13,0.01,11.09,5,2010-03-13
37.72531,-97.79759,2010,3,14,0,9.86,2.56,2010-03-14
37.72531,-97.79759,2010,3,15,0.03,17.21,3.79,2010-03-15
37.72531,-97.79759,2010,3,16,0.02,9.69,3.06,2010-03-16
37.72531,-97.79759,2010,3,17,0,11.06,4.57,2010-03-17
37.72531,-97.79759,2010,3,18,0,21.16,4.15,2010-03-18
37.72531,-97.79759,2010,3,19,1.81,14.58,9.57,2010-03-19
37.72531,-97.79759,2010,3,20,0.83,5.88,5.46,2010-03-20
37.72531,-97.79759,2010,3,21,0.01,20.21,8.49,2010-03-21
37.72531,-97.79759,2010,3,22,0.01,21.98,4.57,2010-03-22
37.72531,-97.79759,2010,3,23,0.28,21.14,3.97,2010-03-23
37.72531,-97.79759,2010,3,24,3.57,6.86,3.67,2010-03-24
37.72531,-97.79759,2010,3,25,0.64,22.45,6.75,2010-03-25
37.72531,-97.79759,2010,3,26,1,22.06,8,2010-03-26
37.72531,-97.79759,2010,3,27,3.05,7.47,9.16,2010-03-27
37.72531,-97.79759,2010,3,28,0.01,22.44,8.32,2010-03-28
37.72531,-97.79759,2010,3,29,0,22.96,4.18,2010-03-29
37.72531,-97.79759,2010,3,30,0,20.02,5.55,2010-03-30
37.72531,-97.79759,2010,3,31,0,23.12,7.06,2010-03-31
37.72531,-97.79759,2010,4,1,0.47,19.57,5.03,2010-04-01
37.72531,-97.79759,2010,4,2,1.62,23.15,5.6,2010-04-02
37.72531,-97.79759,2010,4,3,0,23.41,7.96,2010-04-03
37.72531,-97.79759,2010,4,4,0.01,23.35,6.83,2010-04-04
37.72531,-97.79759,2010,4,5,0.75,23,7.21,2010-04-05
37.72531,-97.79759,2010,4,6,0.79,21.96,7.96,2010-04-06
37.72531,-97.79759,2010,4,7,0.19,7.36,8.23,2010-04-07
37.72531,-97.79759,2010,4,8,0,21.25,5.36,2010-04-08
37.72531,-97.79759,2010,4,9,0,24.95,5.79,2010-04-09
37.72531,-97.79759,2010,4,10,0,23.79,4.4,2010-04-10
37.72531,-97.79759,2010,4,11,0,20.01,4.17,2010-04-11
37.72531,-97.79759,2010,4,12,0,12.55,3.62,2010-04-12
37.72531,-97.79759,2010,4,13,0.04,22.67,6.68,2010-04-13
37.72531,-97.79759,2010,4,14,0.04,23.66,3.91,2010-04-14
37.72531,-97.79759,2010,4,15,2.52,20.88,5.04,2010-04-15
37.72531,-97.79759,2010,4,16,4.38,9.25,5.98,2010-04-16
37.72531,-97.79759,2010,4,17,0.07,22.25,3.34,2010-04-17
37.72531,-97.79759,2010,4,18,0.65,11.93,3.49,2010-04-18
37.72531,-97.79759,2010,4,19,0.01,23.87,2.11,2010-04-19
37.72531,-97.79759,2010,4,20,0,20.39,4.22,2010-04-20
37.72531,-97.79759,2010,4,21,2.93,11.34,2.15,2010-04-21
37.72531,-97.79759,2010,4,22,15.32,13.05,4.24,2010-04-22
37.72531,-97.79759,2010,4,23,5.27,26.06,5.48,2010-04-23
37.72531,-97.79759,2010,4,24,2.58,17.33,6.71,2010-04-24
37.72531,-97.79759,2010,4,25,0.02,25.71,5.43,2010-04-25
37.72531,-97.79759,2010,4,26,0.08,25.1,5.16,2010-04-26
37.72531,-97.79759,2010,4,27,0,26.18,6.07,2010-04-27
37.72531,-97.79759,2010,4,28,0,23.49,8.81,2010-04-28
37.72531,-97.79759,2010,4,29,5.57,26.44,9.41,2010-04-29
37.72531,-97.79759,2010,4,30,3.96,26.29,7.84,2010-04-30
37.72531,-97.79759,2010,5,1,0.15,13.57,3.39,2010-05-01
37.72531,-97.79759,2010,5,2,1.23,26.9,3.4,2010-05-02
37.72531,-97.79759,2010,5,3,0,25.49,4.95,2010-05-03
37.72531,-97.79759,2010,5,4,0,27.67,10.76,2010-05-04
37.72531,-97.79759,2010,5,5,0,27.9,4.65,2010-05-05
37.72531,-97.79759,2010,5,6,0.01,26.91,5.57,2010-05-06
37.72531,-97.79759,2010,5,7,0.03,27.64,12.11,2010-05-07
37.72531,-97.79759,2010,5,8,0,24.34,4.16,2010-05-08
37.72531,-97.79759,2010,5,9,0.19,14.88,5.9,2010-05-09
37.72531,-97.79759,2010,5,10,9.56,6.87,9.2,2010-05-10
37.72531,-97.79759,2010,5,11,0.59,26.78,4.09,2010-05-11
37.72531,-97.79759,2010,5,12,21.2,17.36,6.83,2010-05-12
37.72531,-97.79759,2010,5,13,1.33,25.16,5.53,2010-05-13
37.72531,-97.79759,2010,5,14,0.07,16.45,3.47,2010-05-14
37.72531,-97.79759,2010,5,15,3.89,10.88,1.89,2010-05-15
37.72531,-97.79759,2010,5,16,6.67,17.02,1.64,2010-05-16
37.72531,-97.79759,2010,5,17,0.03,13.81,4.19,2010-05-17
37.72531,-97.79759,2010,5,18,1.89,23.73,4.79,2010-05-18
37.72531,-97.79759,2010,5,19,33.04,5.76,9.25,2010-05-19
37.72531,-97.79759,2010,5,20,1.56,10.77,4.14,2010-05-20
37.72531,-97.79759,2010,5,21,0,27.44,5.95,2010-05-21
37.72531,-97.79759,2010,5,22,0.01,22.42,4.77,2010-05-22
37.72531,-97.79759,2010,5,23,0.03,16.43,2.38,2010-05-23
37.72531,-97.79759,2010,5,24,27.05,25.77,5.58,2010-05-24
37.72531,-97.79759,2010,5,25,11.36,26.49,2.79,2010-05-25
37.72531,-97.79759,2010,5,26,1.03,24.81,1.79,2010-05-26
37.72531,-97.79759,2010,5,27,1.72,25.8,1.1,2010-05-27
37.72531,-97.79759,2010,5,28,0,27.58,2.01,2010-05-28
37.72531,-97.79759,2010,5,29,0.06,27.41,2.63,2010-05-29
37.72531,-97.79759,2010,5,30,4.95,23.82,4.88,2010-05-30
37.72531,-97.79759,2010,5,31,0.22,20.35,3.69,2010-05-31
37.72531,-97.79759,2010,6,1,0.17,27.86,5.25,2010-06-01
37.72531,-97.79759,2010,6,2,0.02,25.79,6.29,2010-06-02
37.72531,-97.79759,2010,6,3,0,28.7,4.45,2010-06-03
37.72531,-97.79759,2010,6,4,0.01,28.02,3.3,2010-06-04
37.72531,-97.79759,2010,6,5,0.01,27.84,7.56,2010-06-05
37.72531,-97.79759,2010,6,6,2.86,27.14,2.49,2010-06-06
37.72531,-97.79759,2010,6,7,16.6,8.82,3.83,2010-06-07
37.72531,-97.79759,2010,6,8,11.96,26.03,8.64,2010-06-08
37.72531,-97.79759,2010,6,9,6.35,19.01,2.97,2010-06-09
37.72531,-97.79759,2010,6,10,0.02,26.29,4.24,2010-06-10
37.72531,-97.79759,2010,6,11,0.1,22.7,3.14,2010-06-11
37.72531,-97.79759,2010,6,12,40.23,22.65,3.26,2010-06-12
37.72531,-97.79759,2010,6,13,46.31,26.81,3.37,2010-06-13
37.72531,-97.79759,2010,6,14,6.27,15.86,4.05,2010-06-14
37.72531,-97.79759,2010,6,15,0.18,26.03,3.87,2010-06-15
37.72531,-97.79759,2010,6,16,1.1,22.11,3.77,2010-06-16
37.72531,-97.79759,2010,6,17,0.02,27.2,3.86,2010-06-17
37.72531,-97.79759,2010,6,18,0,28.19,6.17,2010-06-18
37.72531,-97.79759,2010,6,19,0.01,28.47,6.59,2010-06-19
37.72531,-97.79759,2010,6,20,0.47,26.97,4.45,2010-06-20
37.72531,-97.79759,2010,6,21,0.04,25.82,4.27,2010-06-21
37.72531,-97.79759,2010,6,22,0,28.36,4.14,2010-06-22
37.72531,-97.79759,2010,6,23,0.39,25.69,5.56,2010-06-23
37.72531,-97.79759,2010,6,24,0,26.61,2.71,2010-06-24
37.72531,-97.79759,2010,6,25,0,27.76,4.37,2010-06-25
37.72531,-97.79759,2010,6,26,0.05,28.6,3.65,2010-06-26
37.72531,-97.79759,2010,6,27,0,20.59,4.79,2010-06-27
37.72531,-97.79759,2010,6,28,0,25.65,2.17,2010-06-28
37.72531,-97.79759,2010,6,29,0.03,26.86,3.62,2010-06-29
37.72531,-97.79759,2010,6,30,0,28.19,3.22,2010-06-30
37.72531,-97.79759,2010,7,1,0,22.13,4,2010-07-01
37.72531,-97.79759,2010,7,2,0.29,19.49,5.3,2010-07-02
37.72531,-97.79759,2010,7,3,13.3,10.26,5.12,2010-07-03
37.72531,-97.79759,2010,7,4,49.58,7.66,5.08,2010-07-04
37.72531,-97.79759,2010,7,5,24.3,14.61,1.41,2010-07-05
37.72531,-97.79759,2010,7,6,2.16,25.65,3.07,2010-07-06
37.72531,-97.79759,2010,7,7,5.83,15.82,2.38,2010-07-07
37.72531,-97.79759,2010,7,8,0.31,11.56,3.32,2010-07-08
37.72531,-97.79759,2010,7,9,0,27.33,1.76,2010-07-09
37.72531,-97.79759,2010,7,10,0.01,26.64,3.46,2010-07-10
37.72531,-97.79759,2010,7,11,0.01,27.11,4.59,2010-07-11
37.72531,-97.79759,2010,7,12,3.54,22.67,3.11,2010-07-12
37.72531,-97.79759,2010,7,13,0.1,27.94,4.42,2010-07-13
37.72531,-97.79759,2010,7,14,7.63,26.91,3.22,2010-07-14
37.72531,-97.79759,2010,7,15,3.76,23.09,2.43,2010-07-15
37.72531,-97.79759,2010,7,16,0.79,24.13,3.42,2010-07-16
37.72531,-97.79759,2010,7,17,0.01,27.68,5.68,2010-07-17
37.72531,-97.79759,2010,7,18,0,27.92,4.46,2010-07-18
37.72531,-97.79759,2010,7,19,0,27.44,3.78,2010-07-19
37.72531,-97.79759,2010,7,20,4.22,26.62,3.78,2010-07-20
37.72531,-97.79759,2010,7,21,0.43,25.6,3.51,2010-07-21
37.72531,-97.79759,2010,7,22,0,26.78,4.68,2010-07-22
37.72531,-97.79759,2010,7,23,0,26.63,4.36,2010-07-23
37.72531,-97.79759,2010,7,24,10.49,26.34,4.73,2010-07-24
37.72531,-97.79759,2010,7,25,7.53,16.75,3.65,2010-07-25
37.72531,-97.79759,2010,7,26,0.02,26.74,3.3,2010-07-26
37.72531,-97.79759,2010,7,27,0,26.56,3.96,2010-07-27
37.72531,-97.79759,2010,7,28,0.03,25.39,2.54,2010-07-28
37.72531,-97.79759,2010,7,29,3.13,20.15,3.46,2010-07-29
37.72531,-97.79759,2010,7,30,0.43,26.35,1.82,2010-07-30
37.72531,-97.79759,2010,7,31,0.04,24.41,2.86,2010-07-31
37.72531,-97.79759,2010,8,1,0.36,25.34,2.92,2010-08-01
37.72531,-97.79759,2010,8,2,0,26.47,3.15,2010-08-02
37.72531,-97.79759,2010,8,3,0.04,26.76,2.16,2010-08-03
37.72531,-97.79759,2010,8,4,3.66,25.62,6.83,2010-08-04
37.72531,-97.79759,2010,8,5,0.13,24.1,2.54,2010-08-05
37.72531,-97.79759,2010,8,6,0,25.11,2.87,2010-08-06
37.72531,-97.79759,2010,8,7,0.17,23.47,4.26,2010-08-07
37.72531,-97.79759,2010,8,8,0.26,25.18,2.66,2010-08-08
37.72531,-97.79759,2010,8,9,0.92,23.98,2.49,2010-08-09
37.72531,-97.79759,2010,8,10,0.54,24.19,2.1,2010-08-10
37.72531,-97.79759,2010,8,11,0.09,25.22,3.01,2010-08-11
37.72531,-97.79759,2010,8,12,0.01,25.31,2.98,2010-08-12
37.72531,-97.79759,2010,8,13,0.27,24.67,7.09,2010-08-13
37.72531,-97.79759,2010,8,14,8.77,24.43,5.32,2010-08-14
37.72531,-97.79759,2010,8,15,9.74,14.56,4.93,2010-08-15
37.72531,-97.79759,2010,8,16,9.71,23.48,3.16,2010-08-16
37.72531,-97.79759,2010,8,17,34.33,11.38,3.77,2010-08-17
37.72531,-97.79759,2010,8,18,0,25.69,2.68,2010-08-18
37.72531,-97.79759,2010,8,19,0,25.24,3.75,2010-08-19
37.72531,-97.79759,2010,8,20,0.46,22.18,6.57,2010-08-20
