LAT,LON,YEAR,MO,DY,PRECTOT,ALLSKY_SFC_SW_DWN,Date
37.72531,-97.79759,2008,9,24,0.07,18.46,2008-09-24
37.72531,-97.79759,2008,9,25,0,19.67,2008-09-25
37.72531,-97.79759,2008,9,26,0,19.4,2008-09-26
37.72531,-97.79759,2008,9,27,0,19.45,2008-09-27
37.72531,-97.79759,2008,9,28,0.11,18.96,2008-09-28
37.72531,-97.79759,2008,9,29,0,18.96,2008-09-29
37.72531,-97.79759,2008,9,30,0.02,19.47,2008-09-30
37.72531,-97.79759,2008,10,1,0,19.14,2008-10-01
37.72531,-97.79759,2008,10,2,0.57,18.91,2008-10-02
37.72531,-97.79759,2008,10,3,0.03,17.48,2008-10-03
37.72531,-97.79759,2008,10,4,0.42,17.81,2008-10-04
37.72531,-97.79759,2008,10,5,0.28,13.45,2008-10-05
37.72531,-97.79759,2008,10,6,31.74,7.73,2008-10-06
37.72531,-97.79759,2008,10,7,0.23,18.33,2008-10-07
37.72531,-97.79759,2008,10,8,0,17.85,2008-10-08
37.72531,-97.79759,2008,10,9,0,17.43,2008-10-09
37.72531,-97.79759,2008,10,10,0,16.96,2008-10-10
37.72531,-97.79759,2008,10,11,0.02,13.27,2008-10-11
37.72531,-97.79759,2008,10,12,4.9,11.59,2008-10-12
37.72531,-97.79759,2008,10,13,25.03,5.18,2008-10-13
37.72531,-97.79759,2008,10,14,26.56,3.95,2008-10-14
37.72531,-97.79759,2008,10,15,13.23,9.13,2008-10-15
37.72531,-97.79759,2008,10,16,0,16.87,2008-10-16
37.72531,-97.79759,2008,10,17,0.02,16.29,2008-10-17
37.72531,-97.79759,2008,10,18,0,16.06,2008-10-18
37.72531,-97.79759,2008,10,19,0,16.06,2008-10-19
37.72531,-97.79759,2008,10,20,0,13.22,2008-10-20
37.72531,-97.79759,2008,10,21,5.08,5.75,2008-10-21
37.72531,-97.79759,2008,10,22,11.94,5.12,2008-10-22
37.72531,-97.79759,2008,10,23,2.33,8.04,2008-10-23
37.72531,-97.79759,2008,10,24,0.04,13.88,2008-10-24
37.72531,-97.79759,2008,10,25,0.07,15.27,2008-10-25
37.72531,-97.79759,2008,10,26,0,15.38,2008-10-26
37.72531,-97.79759,2008,10,27,0,15.56,2008-10-27
37.72531,-97.79759,2008,10,28,0,15.05,2008-10-28
37.72531,-97.79759,2008,10,29,0,14.82,2008-10-29
37.72531,-97.79759,2008,10,30,0,14.28,2008-10-30
37.72531,-97.79759,2008,10,31,0,14.32,2008-10-31
37.72531,-97.79759,2008,11,1,0,14.25,2008-11-01
37.72531,-97.79759,2008,11,2,0,13.73,2008-11-02
37.72531,-97.79759,2008,11,3,0,13.41,2008-11-03
37.72531,-97.79759,2008,11,4,0,12.44,2008-11-04
37.72531,-97.79759,2008,11,5,3.39,9.9,2008-11-05
37.72531,-97.79759,2008,11,6,0.21,12.19,2008-11-06
37.72531,-97.79759,2008,11,7,0.02,13.29,2008-11-07
37.72531,-97.79759,2008,11,8,0,13.18,2008-11-08
37.72531,-97.79759,2008,11,9,0,12.68,2008-11-09
37.72531,-97.79759,2008,11,10,21.11,1.74,2008-11-10
37.72531,-97.79759,2008,11,11,0.63,4.69,2008-11-11
37.72531,-97.79759,2008,11,12,0,12.3,2008-11-12
37.72531,-97.79759,2008,11,13,0.06,-99,2008-11-13
37.72531,-97.79759,2008,11,14,0.99,10.75,2008-11-14
37.72531,-97.79759,2008,11,15,0.01,12.42,2008-11-15
37.72531,-97.79759,2008,11,16,0,11.83,2008-11-16
37.72531,-97.79759,2008,11,17,0,11.64,2008-11-17
37.72531,-97.79759,2008,11,18,0,11.78,2008-11-18
37.72531,-97.79759,2008,11,19,0,11.7,2008-11-19
37.72531,-97.79759,2008,11,20,0,7.83,2008-11-20
37.72531,-97.79759,2008,11,21,0,11.8,2008-11-21
37.72531,-97.79759,2008,11,22,0,11.6,2008-11-22
37.72531,-97.79759,2008,11,23,0,8.58,2008-11-23
37.72531,-97.79759,2008,11,24,0,11.58,2008-11-24
37.72531,-97.79759,2008,11,25,0,11.09,2008-11-25
37.72531,-97.79759,2008,11,26,0,11.22,2008-11-26
37.72531,-97.79759,2008,11,27,0.71,8.65,2008-11-27
37.72531,-97.79759,2008,11,28,0.69,4.34,2008-11-28
37.72531,-97.79759,2008,11,29,0.2,8.24,2008-11-29
37.72531,-97.79759,2008,11,30,0.37,5.02,2008-11-30
37.72531,-97.79759,2008,12,1,0.01,10.71,2008-12-01
37.72531,-97.79759,2008,12,2,0,10.48,2008-12-02
37.72531,-97.79759,2008,12,3,0,7.11,2008-12-03
37.72531,-97.79759,2008,12,4,0.01,8.69,2008-12-04
37.72531,-97.79759,2008,12,5,0,9.61,2008-12-05
37.72531,-97.79759,2008,12,6,0,8.67,2008-12-06
37.72531,-97.79759,2008,12,7,0,7.64,2008-12-07
37.72531,-97.79759,2008,12,8,0.07,9.9,2008-12-08
37.72531,-97.79759,2008,12,9,3.92,1.84,2008-12-09
37.72531,-97.79759,2008,12,10,0,8.5,2008-12-10
37.72531,-97.79759,2008,12,11,0.04,9.8,2008-12-11
37.72531,-97.79759,2008,12,12,0.04,9.69,2008-12-12
37.72531,-97.79759,2008,12,13,0,8.55,2008-12-13
37.72531,-97.79759,2008,12,14,0.02,6.44,2008-12-14
37.72531,-97.79759,2008,12,15,1.89,5.48,2008-12-15
37.72531,-97.79759,2008,12,16,3.23,2.26,2008-12-16
37.72531,-97.79759,2008,12,17,0.02,4.16,2008-12-17
37.72531,-97.79759,2008,12,18,2.4,2.41,2008-12-18
37.72531,-97.79759,2008,12,19,0,8.65,2008-12-19
37.72531,-97.79759,2008,12,20,0.02,9.36,2008-12-20
37.72531,-97.79759,2008,12,21,0,9.97,2008-12-21
37.72531,-97.79759,2008,12,22,0,4.35,2008-12-22
37.72531,-97.79759,2008,12,23,0.06,2.73,2008-12-23
37.72531,-97.79759,2008,12,24,0.06,10.19,2008-12-24
37.72531,-97.79759,2008,12,25,0.02,9.48,2008-12-25
37.72531,-97.79759,2008,12,26,2.71,6.61,2008-12-26
37.72531,-97.79759,2008,12,27,3.58,3.34,2008-12-27
37.72531,-97.79759,2008,12,28,0,10.18,2008-12-28
37.72531,-97.79759,2008,12,29,0.01,10.17,2008-12-29
37.72531,-97.79759,2008,12,30,0.04,10.03,2008-12-30
37.72531,-97.79759,2008,12,31,0,10.23,2008-12-31
37.72531,-97.79759,2009,1,1,0,9.29,2009-01-01
37.72531,-97.79759,2009,1,2,0,9.19,2009-01-02
37.72531,-97.79759,2009,1,3,0,10.08,2009-01-03
37.72531,-97.79759,2009,1,4,0,7.43,2009-01-04
37.72531,-97.79759,2009,1,5,0,10.35,2009-01-05
37.72531,-97.79759,2009,1,6,0,5.79,2009-01-06
37.72531,-97.79759,2009,1,7,0.01,9.76,2009-01-07
37.72531,-97.79759,2009,1,8,0,10.23,2009-01-08
37.72531,-97.79759,2009,1,9,0,10.44,2009-01-09
37.72531,-97.79759,2009,1,10,0,10.88,2009-01-10
37.72531,-97.79759,2009,1,11,0,10.74,2009-01-11
37.72531,-97.79759,2009,1,12,0.03,7.84,2009-01-12
37.72531,-97.79759,2009,1,13,0,10.89,2009-01-13
37.72531,-97.79759,2009,1,14,0.09,6.37,2009-01-14
37.72531,-97.79759,2009,1,15,1.02,3.24,2009-01-15
37.72531,-97.79759,2009,1,16,0.03,9.8,2009-01-16
37.72531,-97.79759,2009,1,17,0.05,11.29,2009-01-17
37.72531,-97.79759,2009,1,18,0,10.61,2009-01-18
37.72531,-97.79759,2009,1,19,0,11.15,2009-01-19
37.72531,-97.79759,2009,1,20,0,11.28,2009-01-20
37.72531,-97.79759,2009,1,21,0.01,12.22,2009-01-21
37.72531,-97.79759,2009,1,22,0,10.19,2009-01-22
37.72531,-97.79759,2009,1,23,0.03,5.29,2009-01-23
37.72531,-97.79759,2009,1,24,0,11.83,2009-01-24
37.72531,-97.79759,2009,1,25,0.01,7.77,2009-01-25
37.72531,-97.79759,2009,1,26,0.43,2.78,2009-01-26
37.72531,-97.79759,2009,1,27,0.24,3.66,2009-01-27
37.72531,-97.79759,2009,1,28,0.01,12.81,2009-01-28
37.72531,-97.79759,2009,1,29,0.01,12.96,2009-01-29
37.72531,-97.79759,2009,1,30,0,12.84,2009-01-30
37.72531,-97.79759,2009,1,31,0,13.25,2009-01-31
37.72531,-97.79759,2009,2,1,0,13.4,2009-02-01
37.72531,-97.79759,2009,2,2,0,12.63,2009-02-02
37.72531,-97.79759,2009,2,3,0,13.19,2009-02-03
37.72531,-97.79759,2009,2,4,0,13.84,2009-02-04
37.72531,-97.79759,2009,2,5,0,14.25,2009-02-05
37.72531,-97.79759,2009,2,6,0,12.69,2009-02-06
37.72531,-97.79759,2009,2,7,0,13.52,2009-02-07
37.72531,-97.79759,2009,2,8,1.29,7.53,2009-02-08
37.72531,-97.79759,2009,2,9,5.94,14.58,2009-02-09
37.72531,-97.79759,2009,2,10,2.2,13.53,2009-02-10
37.72531,-97.79759,2009,2,11,2.62,14.85,2009-02-11
37.72531,-97.79759,2009,2,12,0,9.95,2009-02-12
37.72531,-97.79759,2009,2,13,0,14.57,2009-02-13
37.72531,-97.79759,2009,2,14,0,15.53,2009-02-14
37.72531,-97.79759,2009,2,15,0,15.72,2009-02-15
37.72531,-97.79759,2009,2,16,0,15.66,2009-02-16
37.72531,-97.79759,2009,2,17,0,15.74,2009-02-17
37.72531,-97.79759,2009,2,18,0,15.8,2009-02-18
37.72531,-97.79759,2009,2,19,0,16.34,2009-02-19
37.72531,-97.79759,2009,2,20,0,16.52,2009-02-20
37.72531,-97.79759,2009,2,21,0,16.84,2009-02-21
37.72531,-97.79759,2009,2,22,0,16.46,2009-02-22
37.72531,-97.79759,2009,2,23,0,15.21,2009-02-23
37.72531,-97.79759,2009,2,24,0,16.71,2009-02-24
37.72531,-97.79759,2009,2,25,0.01,16.76,2009-02-25
37.72531,-97.79759,2009,2,26,0,14.8,2009-02-26
37.72531,-97.79759,2009,2,27,0.02,17.31,2009-02-27
37.72531,-97.79759,2009,2,28,0,18.06,2009-02-28
37.72531,-97.79759,2009,3,1,0,16.12,2009-03-01
37.72531,-97.79759,2009,3,2,0,13.73,2009-03-02
37.72531,-97.79759,2009,3,3,0,12.16,2009-03-03
37.72531,-97.79759,2009,3,4,0,17.1,2009-03-04
37.72531,-97.79759,2009,3,5,0.02,16.71,2009-03-05
37.72531,-97.79759,2009,3,6,0,14.82,2009-03-06
37.72531,-97.79759,2009,3,7,7.51,8.3,2009-03-07
37.72531,-97.79759,2009,3,8,0.05,19.09,2009-03-08
37.72531,-97.79759,2009,3,9,5.51,7.26,2009-03-09
37.72531,-97.79759,2009,3,10,0.02,10.08,2009-03-10
37.72531,-97.79759,2009,3,11,0,16.31,2009-03-11
37.72531,-97.79759,2009,3,12,0.21,14.06,2009-03-12
37.72531,-97.79759,2009,3,13,0.34,8.1,2009-03-13
37.72531,-97.79759,2009,3,14,0.01,19.09,2009-03-14
37.72531,-97.79759,2009,3,15,0,19.84,2009-03-15
37.72531,-97.79759,2009,3,16,0,20.69,2009-03-16
37.72531,-97.79759,2009,3,17,0,20.81,2009-03-17
37.72531,-97.79759,2009,3,18,0,17.89,2009-03-18
37.72531,-97.79759,2009,3,19,0,20.57,2009-03-19
37.72531,-97.79759,2009,3,20,1.55,15.49,2009-03-20
37.72531,-97.79759,2009,3,21,1.72,18.82,2009-03-21
37.72531,-97.79759,2009,3,22,0,16.34,2009-03-22
37.72531,-97.79759,2009,3,23,3.79,16.61,2009-03-23
37.72531,-97.79759,2009,3,24,0.15,22.02,2009-03-24
37.72531,-97.79759,2009,3,25,0,12.8,2009-03-25
37.72531,-97.79759,2009,3,26,0.81,8.24,2009-03-26
37.72531,-97.79759,2009,3,27,23.73,4.83,2009-03-27
37.72531,-97.79759,2009,3,28,21.62,7.89,2009-03-28
37.72531,-97.79759,2009,3,29,0,18.54,2009-03-29
37.72531,-97.79759,2009,3,30,0.26,23.08,2009-03-30
37.72531,-97.79759,2009,3,31,0,25.97,2009-03-31
37.72531,-97.79759,2009,4,1,0.11,17.85,2009-04-01
37.72531,-97.79759,2009,4,2,1.67,12.39,2009-04-02
37.72531,-97.79759,2009,4,3,0,24.05,2009-04-03
37.72531,-97.79759,2009,4,4,0.01,23.74,2009-04-04
37.72531,-97.79759,2009,4,5,0.77,10.86,2009-04-05
37.72531,-97.79759,2009,4,6,0,24.77,2009-04-06
37.72531,-97.79759,2009,4,7,0,25.19,2009-04-07
37.72531,-97.79759,2009,4,8,0,24.62,2009-04-08
37.72531,-97.79759,2009,4,9,11.25,17.89,2009-04-09
37.72531,-97.79759,2009,4,10,0.37,24.57,2009-04-10
37.72531,-97.79759,2009,4,11,0.12,24.05,2009-04-11
37.72531,-97.79759,2009,4,12,24.2,4.35,2009-04-12
37.72531,-97.79759,2009,4,13,0.54,10.04,2009-04-13
37.72531,-97.79759,2009,4,14,0,24.87,2009-04-14
37.72531,-97.79759,2009,4,15,0.25,23.26,2009-04-15
37.72531,-97.79759,2009,4,16,1.15,22.8,2009-04-16
37.72531,-97.79759,2009,4,17,4.38,9.76,2009-04-17
37.72531,-97.79759,2009,4,18,20.59,15.46,2009-04-18
37.72531,-97.79759,2009,4,19,1.71,19.48,2009-04-19
37.72531,-97.79759,2009,4,20,0,24.54,2009-04-20
37.72531,-97.79759,2009,4,21,0,25.55,2009-04-21
37.72531,-97.79759,2009,4,22,3.93,24.89,2009-04-22
37.72531,-97.79759,2009,4,23,1.42,25.77,2009-04-23
37.72531,-97.79759,2009,4,24,0.01,25.42,2009-04-24
37.72531,-97.79759,2009,4,25,6.47,13.2,2009-04-25
37.72531,-97.79759,2009,4,26,58.13,2.2,2009-04-26
37.72531,-97.79759,2009,4,27,6.9,8.56,2009-04-27
37.72531,-97.79759,2009,4,28,1.49,16.62,2009-04-28
37.72531,-97.79759,2009,4,29,10.72,11.71,2009-04-29
37.72531,-97.79759,2009,4,30,4.24,10.09,2009-04-30
37.72531,-97.79759,2009,5,1,6.02,11.06,2009-05-01
37.72531,-97.79759,2009,5,2,7.58,13.65,2009-05-02
37.72531,-97.79759,2009,5,3,1.44,17.35,2009-05-03
37.72531,-97.79759,2009,5,4,0.35,9.3,2009-05-04
37.72531,-97.79759,2009,5,5,4.88,6.31,2009-05-05
37.72531,-97.79759,2009,5,6,0.6,27.2,2009-05-06
37.72531,-97.79759,2009,5,7,13.15,20.91,2009-05-07
37.72531,-97.79759,2009,5,8,14.7,26.66,2009-05-08
37.72531,-97.79759,2009,5,9,0.02,18.69,2009-05-09
37.72531,-97.79759,2009,5,10,1.71,10.54,2009-05-10
37.72531,-97.79759,2009,5,11,0.28,27.09,2009-05-11
37.72531,-97.79759,2009,5,12,1.95,5.49,2009-05-12
37.72531,-97.79759,2009,5,13,0.63,23.74,2009-05-13
37.72531,-97.79759,2009,5,14,0.11,19.87,2009-05-14
37.72531,-97.79759,2009,5,15,8.01,25.42,2009-05-15
37.72531,-97.79759,2009,5,16,0,20.21,2009-05-16
37.72531,-97.79759,2009,5,17,0,28.61,2009-05-17
37.72531,-97.79759,2009,5,18,0,28.26,2009-05-18
37.72531,-97.79759,2009,5,19,0.01,28.98,2009-05-19
37.72531,-97.79759,2009,5,20,0,28.65,2009-05-20
37.72531,-97.79759,2009,5,21,0,28.16,2009-05-21
37.72531,-97.79759,2009,5,22,0,23.98,2009-05-22
37.72531,-97.79759,2009,5,23,0.06,24.84,2009-05-23
37.72531,-97.79759,2009,5,24,0.01,24.83,2009-05-24
37.72531,-97.79759,2009,5,25,3.43,23.64,2009-05-25
37.72531,-97.79759,2009,5,26,6.09,23.12,2009-05-26
37.72531,-97.79759,2009,5,27,0.7,10.05,2009-05-27
37.72531,-97.79759,2009,5,28,0,29.63,2009-05-28
37.72531,-97.79759,2009,5,29,0.01,29.11,2009-05-29
37.72531,-97.79759,2009,5,30,0.32,28.95,2009-05-30
37.72531,-97.79759,2009,5,31,0.16,28.78,2009-05-31
37.72531,-97.79759,2009,6,1,0.28,25.87,2009-06-01
37.72531,-97.79759,2009,6,2,11.85,20.73,2009-06-02
37.72531,-97.79759,2009,6,3,0.11,24.06,2009-06-03
37.72531,-97.79759,2009,6,4,0,28.36,2009-06-04
37.72531,-97.79759,2009,6,5,0,28.26,2009-06-05
37.72531,-97.79759,2009,6,6,0.05,28.08,2009-06-06
37.72531,-97.79759,2009,6,7,8.17,25.06,2009-06-07
37.72531,-97.79759,2009,6,8,0.56,27.29,2009-06-08
37.72531,-97.79759,2009,6,9,0.87,19.7,2009-06-09
37.72531,-97.79759,2009,6,10,3.3,7.41,2009-06-10
37.72531,-97.79759,2009,6,11,6.85,21.2,2009-06-11
37.72531,-97.79759,2009,6,12,8.83,26.76,2009-06-12
37.72531,-97.79759,2009,6,13,0.97,27.35,2009-06-13
37.72531,-97.79759,2009,6,14,13.83,17.9,2009-06-14
37.72531,-97.79759,2009,6,15,26.08,27.91,2009-06-15
37.72531,-97.79759,2009,6,16,3.17,28.46,2009-06-16
37.72531,-97.79759,2009,6,17,0.46,28.44,2009-06-17
37.72531,-97.79759,2009,6,18,0.03,26.78,2009-06-18
37.72531,-97.79759,2009,6,19,3.42,14.45,2009-06-19
37.72531,-97.79759,2009,6,20,37.72,20.91,2009-06-20
37.72531,-97.79759,2009,6,21,0.67,28.29,2009-06-21
37.72531,-97.79759,2009,6,22,0,28.8,2009-06-22
37.72531,-97.79759,2009,6,23,0.08,28.01,2009-06-23
37.72531,-97.79759,2009,6,24,0.02,28.13,2009-06-24
37.72531,-97.79759,2009,6,25,1.07,28.12,2009-06-25
37.72531,-97.79759,2009,6,26,0,28.14,2009-06-26
37.72531,-97.79759,2009,6,27,1.78,27.47,2009-06-27
37.72531,-97.79759,2009,6,28,0.01,28.92,2009-06-28
37.72531,-97.79759,2009,6,29,0.22,28.3,2009-06-29
37.72531,-97.79759,2009,6,30,0,28.88,2009-06-30
37.72531,-97.79759,2009,7,1,0.21,28.62,2009-07-01
37.72531,-97.79759,2009,7,2,2.09,23.95,2009-07-02
37.72531,-97.79759,2009,7,3,15.71,27.51,2009-07-03
37.72531,-97.79759,2009,7,4,1.57,23.49,2009-07-04
37.72531,-97.79759,2009,7,5,0.06,11.97,2009-07-05
37.72531,-97.79759,2009,7,6,0.09,25.68,2009-07-06
37.72531,-97.79759,2009,7,7,1.41,17.99,2009-07-07
37.72531,-97.79759,2009,7,8,7.25,23.13,2009-07-08
37.72531,-97.79759,2009,7,9,0.35,27.77,2009-07-09
37.72531,-97.79759,2009,7,10,0.24,20.75,2009-07-10
37.72531,-97.79759,2009,7,11,0.55,23.38,2009-07-11
37.72531,-97.79759,2009,7,12,2.23,27.71,2009-07-12
37.72531,-97.79759,2009,7,13,0.79,27.26,2009-07-13
37.72531,-97.79759,2009,7,14,4.85,24.61,2009-07-14
37.72531,-97.79759,2009,7,15,8.79,13.77,2009-07-15
37.72531,-97.79759,2009,7,16,0.59,25.98,2009-07-16
37.72531,-97.79759,2009,7,17,1.21,20.72,2009-07-17
37.72531,-97.79759,2009,7,18,0.41,21.71,2009-07-18
37.72531,-97.79759,2009,7,19,0,27.61,2009-07-19
37.72531,-97.79759,2009,7,20,19.14,18.27,2009-07-20
37.72531,-97.79759,2009,7,21,1.02,23.88,2009-07-21
37.72531,-97.79759,2009,7,22,0,28.08,2009-07-22
37.72531,-97.79759,2009,7,23,0.26,27.78,2009-07-23
37.72531,-97.79759,2009,7,24,0.01,27.62,2009-07-24
37.72531,-97.79759,2009,7,25,2.83,6.16,2009-07-25
37.72531,-97.79759,2009,7,26,0.3,26.24,2009-07-26
37.72531,-97.79759,2009,7,27,6.03,15.86,2009-07-27
37.72531,-97.79759,2009,7,28,6.14,19.28,2009-07-28
37.72531,-97.79759,2009,7,29,2.05,18.81,2009-07-29
37.72531,-97.79759,2009,7,30,0.04,26.42,2009-07-30
37.72531,-97.79759,2009,7,31,4.02,26.04,2009-07-31
37.72531,-97.79759,2009,8,1,14.09,25.62,2009-08-01
37.72531,-97.79759,2009,8,2,0.02,27.38,2009-08-02
37.72531,-97.79759,2009,8,3,0.25,26.67,2009-08-03
37.72531,-97.79759,2009,8,4,0.05,24.64,2009-08-04
37.72531,-97.79759,2009,8,5,1.32,23.14,2009-08-05
37.72531,-97.79759,2009,8,6,6.86,9.85,2009-08-06
37.72531,-97.79759,2009,8,7,0.17,25.79,2009-08-07
37.72531,-97.79759,2009,8,8,0,25.53,2009-08-08
37.72531,-97.79759,2009,8,9,0.55,25.54,2009-08-09
37.72531,-97.79759,2009,8,10,9.19,17.54,2009-08-10
37.72531,-97.79759,2009,8,11,0.1,24.96,2009-08-11
37.72531,-97.79759,2009,8,12,0,25.97,2009-08-12
37.72531,-97.79759,2009,8,13,0.01,25.85,2009-08-13
37.72531,-97.79759,2009,8,14,0.36,20.48,2009-08-14
37.72531,-97.79759,2009,8,15,4.45,18.81,2009-08-15
37.72531,-97.79759,2009,8,16,4.88,22.81,2009-08-16
37.72531,-97.79759,2009,8,17,31.36,14.34,2009-08-17
37.72531,-97.79759,2009,8,18,15.01,14.61,2009-08-18
37.72531,-97.79759,2009,8,19,6.58,20.18,2009-08-19
37.72531,-97.79759,2009,8,20,0.05,24.98,2009-08-20
37.72531,-97.79759,2009,8,21,0,25.02,2009-08-21
37.72531,-97.79759,2009,8,22,0,24.48,2009-08-22
37.72531,-97.79759,2009,8,23,0,24.04,2009-08-23
37.72531,-97.79759,2009,8,24,0,23.91,2009-08-24
37.72531,-97.79759,2009,8,25,4.41,23.72,2009-08-25
37.72531,-97.79759,2009,8,26,5.58,17.6,2009-08-26
37.72531,-97.79759,2009,8,27,0.2,15.59,2009-08-27
37.72531,-97.79759,2009,8,28,0,24.59,2009-08-28
37.72531,-97.79759,2009,8,29,0,18.36,2009-08-29
37.72531,-97.79759,2009,8,30,0,23.76,2009-08-30
37.72531,-97.79759,2009,8,31,0,17.59,2009-08-31
37.72531,-97.79759,2009,9,1,0.22,21.88,2009-09-01
37.72531,-97.79759,2009,9,2,0.06,18.43,2009-09-02
37.72531,-97.79759,2009,9,3,7.41,22.53,2009-09-03
37.72531,-97.79759,2009,9,4,6.99,17.85,2009-09-04
37.72531,-97.79759,2009,9,5,0.22,12.64,2009-09-05
37.72531,-97.79759,2009,9,6,0.01,21.43,2009-09-06
37.72531,-97.79759,2009,9,7,14.02,19.56,2009-09-07
37.72531,-97.79759,2009,9,8,35.65,8.75,2009-09-08
37.72531,-97.79759,2009,9,9,3.47,12.84,2009-09-09
37.72531,-97.79759,2009,9,10,1.43,13.73,2009-09-10
37.72531,-97.79759,2009,9,11,11.79,10.77,2009-09-11
37.72531,-97.79759,2009,9,12,11.13,12.46,2009-09-12
37.72531,-97.79759,2009,9,13,0.02,14.93,2009-09-13
37.72531,-97.79759,2009,9,14,0,9.57,2009-09-14
37.72531,-97.79759,2009,9,15,0.09,13.56,2009-09-15
37.72531,-97.79759,2009,9,16,0.04,17.17,2009-09-16
37.72531,-97.79759,2009,9,17,0,16.83,2009-09-17
37.72531,-97.79759,2009,9,18,0,17.59,2009-09-18
37.72531,-97.79759,2009,9,19,0.23,16.42,2009-09-19
37.72531,-97.79759,2009,9,20,3.19,19.65,2009-09-20
37.72531,-97.79759,2009,9,21,3.8,7.01,2009-09-21
37.72531,-97.79759,2009,9,22,0.49,15.79,2009-09-22
37.72531,-97.79759,2009,9,23,0.01,16.24,2009-09-23
37.72531,-97.79759,2009,9,24,0,12.36,2009-09-24
37.72531,-97.79759,2009,9,25,11.88,14.04,2009-09-25
37.72531,-97.79759,2009,9,26,0.02,19.9,2009-09-26
37.72531,-97.79759,2009,9,27,0,19.97,2009-09-27
37.72531,-97.79759,2009,9,28,0.02,20.16,2009-09-28
37.72531,-97.79759,2009,9,29,0,19.44,2009-09-29
37.72531,-97.79759,2009,9,30,0.38,17.7,2009-09-30
37.72531,-97.79759,2009,10,1,0.14,18.95,2009-10-01
37.72531,-97.79759,2009,10,2,0.04,19.61,2009-10-02
37.72531,-97.79759,2009,10,3,0.01,16.35,2009-10-03
37.72531,-97.79759,2009,10,4,0.02,15.27,2009-10-04
37.72531,-97.79759,2009,10,5,1.24,6.59,2009-10-05
37.72531,-97.79759,2009,10,6,0.7,15.96,2009-10-06
37.72531,-97.79759,2009,10,7,6.73,10.2,2009-10-07
37.72531,-97.79759,2009,10,8,19.13,3.06,2009-10-08
37.72531,-97.79759,2009,10,9,0.28,9.13,2009-10-09
37.72531,-97.79759,2009,10,10,0.02,9.01,2009-10-10
37.72531,-97.79759,2009,10,11,0.46,6.81,2009-10-11
37.72531,-97.79759,2009,10,12,0.97,7.37,2009-10-12
37.72531,-97.79759,2009,10,13,7.01,4.91,2009-10-13
37.72531,-97.79759,2009,10,14,1.23,6.04,2009-10-14
37.72531,-97.79759,2009,10,15,0.07,8.5,2009-10-15
37.72531,-97.79759,2009,10,16,0.46,16.55,2009-10-16
37.72531,-97.79759,2009,10,17,0.46,13.91,2009-10-17
37.72531,-97.79759,2009,10,18,0,16.1,2009-10-18
37.72531,-97.79759,2009,10,19,0.02,15.62,2009-10-19
37.72531,-97.79759,2009,10,20,0.2,14.51,2009-10-20
37.72531,-97.79759,2009,10,21,12.22,6.3,2009-10-21
37.72531,-97.79759,2009,10,22,0.57,7.51,2009-10-22
37.72531,-97.79759,2009,10,23,0.01,9.83,2009-10-23
37.72531,-97.79759,2009,10,24,0,10.74,2009-10-24
37.72531,-97.79759,2009,10,25,2.79,9.79,2009-10-25
37.72531,-97.79759,2009,10,26,0,13.49,2009-10-26
37.72531,-97.79759,2009,10,27,0,15.25,2009-10-27
37.72531,-97.79759,2009,10,28,11.66,11.1,2009-10-28
37.72531,-97.79759,2009,10,29,24.49,4.08,2009-10-29
37.72531,-97.79759,2009,10,30,0.08,10.44,2009-10-30
37.72531,-97.79759,2009,10,31,0,13.99,2009-10-31
37.72531,-97.79759,2009,11,1,0,14.21,2009-11-01
37.72531,-97.79759,2009,11,2,0,13.28,2009-11-02
37.72531,-97.79759,2009,11,3,0,13.8,2009-11-03
37.72531,-97.79759,2009,11,4,0,13.69,2009-11-04
37.72531,-97.79759,2009,11,5,0,13.47,2009-11-05
37.72531,-97.79759,2009,11,6,0,13.15,2009-11-06
37.72531,-97.79759,2009,11,7,0,12.78,2009-11-07
37.72531,-97.79759,2009,11,8,0.02,10.16,2009-11-08
37.72531,-97.79759,2009,11,9,6.32,6.98,2009-11-09
37.72531,-97.79759,2009,11,10,0.95,5.21,2009-11-10
37.72531,-97.79759,2009,11,11,0,8.07,2009-11-11
37.72531,-97.79759,2009,11,12,0,10.07,2009-11-12
37.72531,-97.79759,2009,11,13,0,10.16,2009-11-13
37.72531,-97.79759,2009,11,14,1.09,5.29,2009-11-14
37.72531,-97.79759,2009,11,15,6.5,2.57,2009-11-15
37.72531,-97.79759,2009,11,16,2.3,3.22,2009-11-16
37.72531,-97.79759,2009,11,17,0.01,7.64,2009-11-17
37.72531,-97.79759,2009,11,18,0,12.38,2009-11-18
37.72531,-97.79759,2009,11,19,0,11.82,2009-11-19
37.72531,-97.79759,2009,11,20,0.01,10.19,2009-11-20
37.72531,-97.79759,2009,11,21,0,5.63,2009-11-21
37.72531,-97.79759,2009,11,22,0,5.71,2009-11-22
37.72531,-97.79759,2009,11,23,0.86,11.16,2009-11-23
37.72531,-97.79759,2009,11,24,0.45,11.36,2009-11-24
37.72531,-97.79759,2009,11,25,0,10.57,2009-11-25
37.72531,-97.79759,2009,11,26,0,11.19,2009-11-26
37.72531,-97.79759,2009,11,27,0,11.25,2009-11-27
37.72531,-97.79759,2009,11,28,0,10.74,2009-11-28
37.72531,-97.79759,2009,11,29,0,4.6,2009-11-29
